study	name	release_date
1156	For Here or To Go?  Purchasing Power Parity and the Big Mac	1998-08-27 00:00:00
1157	Revised Measure of the St. Louis Adjusted Monetary Base	1998-08-27 00:00:00
1158	Opening Pandora's Box: The Measurement of Average Wages	1998-08-27 00:00:00
1159	Costs and Benefits of Price Stability:  An Assessment of Howitt's Rule	1998-08-27 00:00:00
1160	Question of Measurement: Is the Dollar Rising or Falling? 	1998-08-27 00:00:00
1161	Monetary Policy and Financial Market Expectations:  What Did They Know and When Did They Know It?	1998-08-27 00:00:00
1162	Giant Sucking Sound:  Did NAFTA Devour the Mexican Peso?	1998-08-27 00:00:00
1163	Nominal Stylized Facts of United States Business Cycles	1998-08-27 00:00:00
1164	Changes in Inventory Management and the Business Cycle	1998-08-27 00:00:00
1165	EMU: Will It Fly?	1998-08-27 00:00:00
1166	Price Stability and the Efficiency of the Retail Payments System	1998-08-27 00:00:00
1167	FOMC in 1995:  A Step Closer to Inflation Targeting?	1998-08-27 00:00:00
1168	Are Prices Countercyclical?  Evidence From East Asian Countries	1998-08-27 00:00:00
1169	Measuring the Adjusted Monetary Base in an Era of Financial Change	1998-10-06 00:00:00
1170	Does the Fed's New Policy of Immediate Disclosure Affect the Market?	1998-10-06 00:00:00
1171	Sensitivity of Empirical Studies to Alternative Measures of the Monetary Base and Reserves	1998-10-06 00:00:00
1172	Where's the Productivity Growth (From the Information Technology Revolution)?	1998-10-06 00:00:00
1173	Strengthening the Case for the Yield Curve as a Predictor of United States Recessions	1998-10-06 00:00:00
1174	Why Does Bank Performance Vary Across States?	1998-10-06 00:00:00
1175	Do Inventories Moderate Fluctuations in Output?	1998-10-06 00:00:00
1176	The Rich and the Poor:  Demographics of the United States Wealth Distribution	1998-10-06 00:00:00
1177	Technical Analysis in the Foreign Exchange Market:  A Layman's Guide	1998-10-06 00:00:00
1178	Business Cycle and Chain-Weighted GDP:  Has Our Perspective Changed?	1998-10-06 00:00:00
1179	Demand for Divisia Money in a Core Monetary Union	1998-10-06 00:00:00
1180	Using Federal Funds Futures Rates to Predict Federal Reserve Actions	1998-10-06 00:00:00
1181	Measuring Real Investment:  Trends in the United States and International Comparisons	1998-10-06 00:00:00
1186	Interplay of Macropartisanship and Macroideology:  A Time-Series Analysis	1998-10-06 00:00:00
1187	Crash of '87:  Was It Expected?  The Evidence from Options Markets	1999-04-30 00:00:00
1190	Statistical Model for Multiparty Electoral Data	1998-12-17 00:00:00
1191	Price Stability and Financial Stability:  The Historical Record	1999-03-25 00:00:00
1192	Fairness in the Apportionment of Seats in the Legislature:  Is There Room for Improvement?	1999-04-12 00:00:00
1193	Technical Analysis and the Profitability of United States Foreign Exchange Intervention	1999-04-30 00:00:00
1194	How Closely Do Banks Manage Vault Cash?	1999-04-30 00:00:00
1196	Tests of the Market's Reaction to Federal Funds Rate Target Changes	1999-04-30 00:00:00
1197	Shoe-Leather Costs of Inflation and Policy Credibility	1999-04-30 00:00:00
1198	Historical United States Money Growth, Inflation, and Inflation Credibility	1999-06-23 00:00:00
1199	Eighty Years of Observations on the Adjusted Monetary Base: 1918-1997	1999-06-23 00:00:00
1200	Using the Gravity Model to Estimate the Costs of Protection	1999-06-23 00:00:00
1201	Mass Public Decisions About Going to War	1999-06-23 00:00:00
1202	Wages and Risk-Taking in Occupational Credit Unions:  Theory and Evidence	1999-08-18 00:00:00
1203	Going Down:  The Asian Crisis and United States Exports	1999-08-18 00:00:00
1204	Inflation-Target Design: Changing Inflation Performance and Persistence in Industrial Countries	1999-08-18 00:00:00
1205	Repression of Dissent:  A Substitution Model of Government Coercion	1999-08-18 00:00:00
1206	Is Clarity of Responsibility Important for Economic Voting?  Revisiting Powell and Whitten's Hypothesis	1999-12-10 00:00:00
1207	State Public Opinion and Abortion Policy	1999-12-10 00:00:00
1208	Measuring Citizen and Government Ideology in the United States	1999-12-10 00:00:00
1209	Price-Level Uncertainty and Inflation Targeting	1999-12-10 00:00:00
1210	FOMC in 1998:  Can It Get Any Better Than This?	2000-05-02 00:00:00
1211	Seasonal Production Smoothing	2000-01-18 00:00:00
1212	Measuring Monetary Policy Inertia in Target Fed Funds Rate Changes	2000-05-03 00:00:00
1213	United States Trade Deficit and the "New Economy"	2000-01-18 00:00:00
1214	Credit Unions and the Common Bond	2000-01-18 00:00:00
1215	Recent Developments in the Analysis of Monetary Policy Rules	2000-05-02 00:00:00
1216	State Exports and the Asian Crisis	2000-05-02 00:00:00
1217	Asian Crisis and the Exposure of Large United States Firms 	2000-05-02 00:00:00
1218	Improving Quantitative Studies of International Conflict: A Conjecture	2000-05-02 00:00:00
1219	Evolution of Monetary Policy in Transition Economies	2000-08-28 00:00:00
1220	Feeding the National Accounts	2000-08-28 00:00:00
1221	What Do New-Keynesian Phillips Curves Imply for Price-Level Targeting?	2000-08-28 00:00:00
1222	Agricultural Outcomes and Monetary Policy Actions:  Strange Bedfellows or Kissin' Cousins?	2000-08-28 00:00:00
1223	Real Output in Switzerland: New Estimates for 1913-1947	2000-08-28 00:00:00
1224	Bank Competition and Concentrations:  The Impact of Credit Unions	2000-08-28 00:00:00
1225	1980 and 1990 Industrial Structure Measures	2000-09-29 00:00:00
1226	Variations in the Diffusion of State Lottery Adoptions:  How Revenue Dedication Changes Morality Politics	2000-12-06 00:00:00
1227	Legislative Professionalism and Incumbent Reelection:  The Development of Institutional Boundaries	2000-12-08 00:00:00
1228	International Bond Markets and the Intro of the Euro	2001-04-02 00:00:00
1229	Do Changes in Reserves Proxy Well for Official Intervention?	2000-12-06 00:00:00
1230	History of the Asymmetric Policy Directive	2000-12-06 00:00:00
1231	Thresholds for Prime Rate Changes and Tests for Symmetry	2000-12-06 00:00:00
1232	Information Content of Treasury Inflation-Indexed Securities	2001-04-02 00:00:00
1233	Nominal Facts and the October 1979 Policy Change	2001-04-02 00:00:00
1234	Comparing Manufacturing Export Growth Across States:  What Accounts for the Differences?	2001-04-02 00:00:00
1235	Rise and Fall of a Policy Rule:  Monetarism at the St. Louis Fed, 1968-1986	2001-04-02 00:00:00
1236	Retail Sweep Programs and Bank Reserves	2001-04-02 00:00:00
1237	Membership Structure and Occupational Credit Union Deposit Rates	2001-06-12 00:00:00
1238	Private Prosecutions of Crime in England, 1194-1294	2001-04-02 00:00:00
1239	Dynamics of Economic and Demographic Behavior:  "Clean Processes" From the Panel Study of Income Dynamics (PSID)	2001-05-17 00:00:00
1240	Expected Federal Budget Surplus:  How Much Confidence Should the Public and Policymakers Place in the Projections?	2001-06-12 00:00:00
1241	Simple Model of Limited Stock Market Participation	2001-06-12 00:00:00
1242	Forecasting Inflation and Growth:  Do Private Forecasts Match Those of Policymakers?	2001-06-12 00:00:00
1243	Statistical Software Benchmarks	2001-10-31 00:00:00
1244	New Economy--New Policy Rules?	2001-10-31 00:00:00
1245	Does Money Matter?	2001-10-31 00:00:00
1246	Mechanics of a Successful Exchange-Rate Peg:  Lessons for Emerging Markets	2001-10-31 00:00:00
1247	Creation of the Euro and the Role of the Dollar in International Markets	2001-10-31 00:00:00
1248	U.S. State Turnout Rates for Eligible Voters, 1980-2000	2002-03-08 00:00:00
1249	Equity Financing of the Entrepreneurial Firm	2002-03-08 00:00:00
1250	Dollarization as a Monetary Arrangement for Emerging Market Economies	2002-03-08 00:00:00
1251	Persistence, Excess Volatility, and Volatility Clusters in Inflation	2002-03-08 00:00:00
1252	Voting Rights, Private Benefits, and Takeovers	2002-03-08 00:00:00
1253	Not Your Father's Pension Plan: The Rise of 401(k) and Other Defined Contribution Plans	2002-03-08 00:00:00
1254	Presidential Uses of Force During the Cold War: Aggregation, Truncation, and Temporal Dynamics	2002-03-08 00:00:00
1255	Making the Most of Statistical Analyses:  Improving Interpretation and Presentation	2002-06-27 00:00:00
1256	Economic Valuations and Interethnic Fears: Perceptions of Chinese Migration in the Russian Far East	2002-11-01 00:00:00
1257	Media Content Coding Analysis, 1980 Presidential Campaign, Los Angeles Times	2003-01-23 00:00:00
1258	Seeing Through the Smoke and Mirrors:  A Response to Palmer and Whitten, British Journal of Political Science, January 2003	2003-04-25 00:00:00
1259	Conducting Monetary Policy Without Government Debt:  The Fed's Early Years	2003-01-23 00:00:00
1260	Few and Far Between?:  An Environmental Equity Analysis of the Geographic Distribution of Hazardous Waste Generation  	2002-08-13 00:00:00
1261	Why Are Stock Market Returns Correlated with Future Economic Activity?	2002-08-13 00:00:00
1262	Monetary Policy Innovation Paradox in VARs:  A Discrete Explanation	2002-08-13 00:00:00
1263	High-Tech Investment Boom and Economic Growth in the 1990s:  Accounting for Quality	2002-08-13 00:00:00
1264	Archive of the Controversy Involving Wendy K. Tam Cho and Brian J. Gains, THE AMERICAN POLITICAL SCIENCE REVIEW  	2002-08-13 00:00:00
1265	Did Right-to-Work Work for Idaho?	2003-04-25 00:00:00
1266	Unemployment Insurance Claims and Economic Activity	2003-04-25 00:00:00
1267	Aviation Security and Terrorism: A Review of the Economic Issues	2003-04-25 00:00:00
1268	How Well Do Monetary Fundamentals Forecast Exchange Rates?	2003-06-05 00:00:00
1269	Stock Market Returns, Volatility, and Future Output	2003-04-18 00:00:00
1270	The FOMC's Balance-of-Risk Statement and Market Expectations of Policy Actions	2003-04-18 00:00:00
1271	Case Study of a Currency Crisis:  The Russian Default of 1998	2003-04-18 00:00:00
1272	Regime-Dependent Recession Forecasts and the 2001 Recession	2003-04-18 00:00:00
1273	Investment-Specific Technology Growth:  Concepts and Recent Estimates	2003-04-18 00:00:00
1274	Violence Is a Curvilinear Function of Temperature in Dallas: A Replication	2003-02-28 00:00:00
1275	Cost of Living Index for the American States, 1960-2003	2003-01-23 00:00:00
1276	Dynamic Foreign Policy Behavior	2003-06-05 00:00:00
1277	Was Y2K Behind the Business Investment Boom and Bust?	2003-04-18 00:00:00
1278	A Look Inside Two Central Banks:  The European System of Central Banks and the Federal Reserve System	2003-06-05 00:00:00
1279	Rangoon Summer: 1988 Burma Protest Data	2003-04-18 00:00:00
1281	Strategic Interaction in Tax Policies Among States	2003-06-25 00:00:00
1282	Congestion at Airports:  The Economics of Airport Expansions	2003-06-25 00:00:00
1283	Darryl Francis and the Making of Monetary Policy, 1966-1975 	2003-06-25 00:00:00
1284	Identifying Business Cycle Turning Points in Real Time	2003-06-25 00:00:00
1285	NAFTA and the Geography of North American Trade	2003-06-25 00:00:00
1286	The Use of Long-Run Restrictions for the Identification of Technology Shocks	2004-08-12 00:00:00
1287	FOMC Forecasts:  Is All the Information in the Central Tendency?	2003-06-25 00:00:00
1288	Sometimes You Just Have to Leave:  Domestic Threats and Forced Migration, 1964-1989	2003-06-25 00:00:00
1289	Domestic Politics and United States Foreign Policy:  A Study of Cold War Conflict Behavior	2003-06-25 00:00:00
1290	Behavioral Origins of War	2003-11-03 00:00:00
1291	How Banks Can Self-Monitor Their Lending to Comply with the Equal Credit Opportunity Act	2003-10-09 00:00:00
1292	The 2001 Recession:  How Was It Different and What Developments May Have Caused It?	2003-10-09 00:00:00
1293	Reconstruction of the Federal Reserve Bank of St. Louis Adjusted Monetary Base and Reserves	2003-10-09 00:00:00
1294	Reassessing the "Race to the Bottom" in State Welfare Policy	2004-02-24 00:00:00
1295	The Efficient Market Hypothesis and Identification in Structural VARs	2004-06-04 00:00:00
1296	U.S. Regional Business Cycles and the Natural Rate of Unemployment	2004-08-12 00:00:00
1297	Casino Gaming and Local Employment Trends	2004-08-12 00:00:00
1298	Burgernomics: The Big Mac Guide to Purchasing Power Parity	2004-08-12 00:00:00
1299	The Federal Reserve Responds to Crises: September 11th Was Not the First	2004-08-12 00:00:00
1300	State Government Finances:  World War II to the Current Crises	2004-08-12 00:00:00
1301	Monetary Policy Actions, Macroeconomic Data Releases, and Inflation Expectations	2004-08-12 00:00:00
1302	How Costly Is Sustained Low Inflation for the U.S. Economy?	2004-08-12 00:00:00
1303	Ration Pricing Explanation for the Failure of the CAPM	2004-08-20 00:00:00
1304	The Timeline of Presidential Election Campaigns	2004-08-20 00:00:00
1305	Dilemmas of Democracy in the Open Economy:  Lessons From Latin America	2004-08-12 00:00:00
1306	Testing the Expectations Hypothesis:  Some New Evidence for Japan	2005-03-15 00:00:00
1307	Increasing Importance of Proximity for Exports From U.S. States	2005-03-15 00:00:00
1308	Monetary Policy and Asset Prices:  A Look at Past U.S. Stock Market Booms	2005-03-15 00:00:00
1309	What Does the Federal Reserve's Economic Value Model Tell Us About Interest Rate Risk at United States Community Banks?	2005-03-15 00:00:00
1310	Discrete Policy Changes and Empirical Models of the Federal Funds Rate	2005-03-15 00:00:00
1311	Incidence and Timing of PAC Contributions to Incumbent U.S. House Members, 1993-1994	2005-02-11 00:00:00
1312	Stock Return and Interest Rate Risk at Fannie Mae and Freddie Mac	2005-03-15 00:00:00
1313	Controlling for Heterogeneity in Gravity Models of Trade and Integration	2005-03-15 00:00:00
1314	Evidence on Wage Inequality, Worker Education and Technology	2005-11-28 00:00:00
1315	Monetary Policy and Commodity Futures	2005-11-28 00:00:00
1316	Using Implied Volatility to Measure Uncertainty About Interest Rates	2006-01-31 00:00:00
1317	Computer Use and Compactness in Congressional and Legislative Redistricting 1990-2000	2005-11-28 00:00:00
1318	Cohorts, Chronology, and Collective Memories	2006-01-31 00:00:00
1319	Refugee or Internally Displaced Person?	2005-07-22 00:00:00
1320	Discrete Monetary Policy Changes and Changing Inflation Targets in Estimated DSGE Models 	2005-11-28 00:00:00
1321	Analysis of Recent Studies of the Effect of Foreign Exchange Interventions	2005-11-28 00:00:00
1322	Oil Price Volatility and U.S. Macroeconomic Activity	2006-01-31 00:00:00
1323	Using Geographic Information Systems to Study Interstate Competition	2006-01-31 00:00:00
1324	On the Size and Growth of Government	2006-01-31 00:00:00
1325	The Evolution of the Subprime Mortgage Market	2006-01-31 00:00:00
1326	The Fed's Monetary Policy Rule	2006-01-31 00:00:00
1327	Entrepreneurship and the Policy Environment	2006-10-02 00:00:00
1328	Using Cyclical Regimes of Output Growth to Predict Jobless Recoveries	2006-10-02 00:00:00
1329	Human Capital Growth in a Cross Section of U.S. Metropolitan Areas	2006-10-02 00:00:00
1330	Macroeconomic News and Real Interest Rates	2006-10-02 00:00:00
1331	Seven Tenths Incorrect: Heterogeneity and Change in the Waist-to-Hip Ratios of Playboy Centerfold Models and Miss America Pageant Winners	2006-10-02 00:00:00
1332	What Are the Odds? Option-Based Forecasts of FOMC Target Changes	2006-11-29 00:00:00
1333	Transition to Electronic Communications Networks in the Secondary Treasury Market	2006-11-29 00:00:00
1334	Rising Natural Gas Prices and Real Economic Activity	2006-11-29 00:00:00
1335	The 1990s Acceleration in Labor Productivity: Causes and Measurement	2006-11-29 00:00:00
1336	Do Inflation Targeters Outperform Non-Targeters?	2006-12-01 00:00:00
1337	What Happens to Banks When House Prices Fall? U.S. Regional Busts of the 1980s and 1990s	2006-11-29 00:00:00
1338	Recent Trends in Homeownership	2006-11-30 00:00:00
1339	Repeated Events Survival Models: The Conditional Frailty Model	2007-01-15 00:00:00
1340	Understanding the Fed	2007-03-16 00:00:00
