study	code	description
1318	XVIII	ICPSR Publication-Related Archive
1319	XVIII	ICPSR Publication-Related Archive
1320	XVIII	ICPSR Publication-Related Archive
1321	XVIII	ICPSR Publication-Related Archive
1322	XVIII	ICPSR Publication-Related Archive
1323	XVIII	ICPSR Publication-Related Archive
1324	XVIII	ICPSR Publication-Related Archive
1325	XVIII	ICPSR Publication-Related Archive
1326	XVIII	ICPSR Publication-Related Archive
1327	XVIII	ICPSR Publication-Related Archive
1328	XVIII	ICPSR Publication-Related Archive
1329	XVIII	ICPSR Publication-Related Archive
1330	XVIII	ICPSR Publication-Related Archive
1331	XVIII	ICPSR Publication-Related Archive
1332	XVIII	ICPSR Publication-Related Archive
1333	XVIII	ICPSR Publication-Related Archive
1334	XVIII	ICPSR Publication-Related Archive
1335	XVIII	ICPSR Publication-Related Archive
1336	XVIII	ICPSR Publication-Related Archive
1337	XVIII	ICPSR Publication-Related Archive
1338	XVIII	ICPSR Publication-Related Archive
1339	XVIII	ICPSR Publication-Related Archive
1340	XVIII	ICPSR Publication-Related Archive
1341	XVIII	ICPSR Publication-Related Archive
1342	XVIII	ICPSR Publication-Related Archive
1343	XVIII	ICPSR Publication-Related Archive
1344	XVIII	ICPSR Publication-Related Archive
1345	XVIII	ICPSR Publication-Related Archive
1346	XVIII	ICPSR Publication-Related Archive
2000	X.A.1	Instructional Packages and Computer Programs, Instructional Packages, SETUPS
2003	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2004	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2005	XVI.B	Social Indicators, Nations Other Than the United States
2015	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2017	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2018	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2019	XIV.A.3.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Returns, United States
2021	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2022	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2023	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2024	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2025	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2026	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2027	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2028	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2029	XIV.A.2.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, United States
2030	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
2031	XVI.B	Social Indicators, Nations Other Than the United States
2032	XVI.B	Social Indicators, Nations Other Than the United States
2033	XVI.B	Social Indicators, Nations Other Than the United States
2034	XVI.B	Social Indicators, Nations Other Than the United States
2035	XVI.B	Social Indicators, Nations Other Than the United States
2036	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
2037	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
2038	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2039	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2042	V.A	Education, United States
2043	V.A	Education, United States
2044	V.A	Education, United States
2056	V.A	Education, United States
2057	V.A	Education, United States
2058	V.A	Education, United States
2059	V.A	Education, United States
2060	V.A	Education, United States
2061	V.A	Education, United States
2062	V.A	Education, United States
2063	V.A	Education, United States
2065	V.A	Education, United States
2066	V.A	Education, United States
2067	V.A	Education, United States
2068	V.A	Education, United States
2069	V.A	Education, United States
2071	V.A	Education, United States
2072	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2073	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2074	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2075	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2076	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2077	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2078	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2079	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2080	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2081	V.A	Education, United States
2082	V.A	Education, United States
2083	V.A	Education, United States
2084	V.A	Education, United States
2086	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2087	V.A	Education, United States
2088	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
2089	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
2090	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
2091	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
2094	V.A	Education, United States
2095	V.A	Education, United States
2096	V.A	Education, United States
2097	V.A	Education, United States
2098	V.A	Education, United States
2099	V.A	Education, United States
2100	V.A	Education, United States
2102	V.A	Education, United States
2103	V.A	Education, United States
2104	V.A	Education, United States
2105	V.A	Education, United States
2106	V.A	Education, United States
2107	V.A	Education, United States
2109	V.A	Education, United States
2110	V.A	Education, United States
2111	V.A	Education, United States
2113	V.A	Education, United States
2116	V.A	Education, United States
2118	V.A	Education, United States
2120	V.A	Education, United States
2125	V.A	Education, United States
2126	V.A	Education, United States
2127	V.A	Education, United States
2128	V.A	Education, United States
2129	V.A	Education, United States
2130	V.A	Education, United States
2131	V.A	Education, United States
2132	V.A	Education, United States
2133	V.A	Education, United States
2134	V.A	Education, United States
2135	V.A	Education, United States
2136	V.A	Education, United States
2138	V.A	Education, United States
2139	V.A	Education, United States
2140	V	Education
2140	V.A	Education, United States
2141	V.A	Education, United States
2142	V.A	Education, United States
2142	V.B	Education, Nations Other Than the United States
2143	V.A	Education, United States
2145	V.A	Education, United States
2146	V.A	Education, United States
2147	V.A	Education, United States
2148	V.A	Education, United States
2149	V.A	Education, United States
2150	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2151	V.A	Education, United States
2152	V.A	Education, United States
2153	V.A	Education, United States
2154	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
2155	XVI.A	Social Indicators, United States
2155	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2157	V.A	Education, United States
2158	V.A	Education, United States
2160	II.B	Community and Urban Studies, Detroit Area Studies
2161	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
2162	XIV.A.4.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Merged Electoral and Ecological Data, United States
2163	XVII.H	Social Institutions and Behavior, Family and Gender
2164	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2165	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2166	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2167	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2168	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2169	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2170	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2171	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2172	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2173	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2174	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2175	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2175	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2176	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2177	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2178	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2179	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
2180	IX	Health Care and Health Facilities
2181	IX	Health Care and Health Facilities
2182	V.A	Education, United States
2183	XVII.G	Social Institutions and Behavior, Vital Statistics
2184	IX	Health Care and Health Facilities
2185	IX	Health Care and Health Facilities
2186	IX	Health Care and Health Facilities
2187	IX	Health Care and Health Facilities
2188	I.A.2	Census Enumerations: Historical and Contemporary Population Characteristics, United States, American Housing Survey Series
2190	V.A	Education, United States
2191	V.A	Education, United States
2192	V.A	Education, United States
2193	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
2194	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2197	V.A	Education, United States
2198	V.A	Education, United States
2199	V.A	Education, United States
2200	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
2201	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2201	XVII.G	Social Institutions and Behavior, Vital Statistics
2202	V.A	Education, United States
2203	V.A	Education, United States
2204	V.A	Education, United States
2205	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
2206	V.A	Education, United States
2207	V.A	Education, United States
2208	V.A	Education, United States
2209	V.A	Education, United States
2210	V.A	Education, United States
2211	V.A	Education, United States
2213	V.A	Education, United States
2214	V.A	Education, United States
2215	V.A	Education, United States
2217	V.A	Education, United States
2218	V.A	Education, United States
2219	V.A	Education, United States
2220	V.A	Education, United States
2221	V.A	Education, United States
2222	V.A	Education, United States
2224	V.A	Education, United States
2225	V.A	Education, United States
2226	V.A	Education, United States
2227	V.A	Education, United States
2228	V.A	Education, United States
2229	V.A	Education, United States
2230	V.A	Education, United States
2231	IX	Health Care and Health Facilities
2232	XIV.C.2	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Nations Other Than the United States
2233	V.A	Education, United States
2234	V.A	Education, United States
2235	V.A	Education, United States
2236	V.A	Education, United States
2237	V.A	Education, United States
2238	V.A	Education, United States
2239	V.A	Education, United States
2240	V.A	Education, United States
2241	V.A	Education, United States
2242	V.A	Education, United States
2244	V.A	Education, United States
2245	V.A	Education, United States
2246	V.A	Education, United States
2247	V.A	Education, United States
2248	V.A	Education, United States
2250	V.A	Education, United States
2251	V.A	Education, United States
2253	V.A	Education, United States
2254	V.A	Education, United States
2256	V.A	Education, United States
2257	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
2258	XVI.A	Social Indicators, United States
2259	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
