study	subject
344	social sciences
345	eating habits
345	employment
345	instructional materials
345	social sciences
345	time utilization
345	working hours
350	citizen participation
350	civics
350	instructional materials
350	social sciences
351	crime
351	instructional materials
351	social sciences
351	victimization
354	instructional materials
354	social mobility
354	social sciences
354	social structure
355	anomie
355	instructional materials
355	social change
355	social sciences
355	social values
356	cognitive processes
356	early childhood education
356	instructional materials
356	parents
356	preschool children
356	social sciences
356	teachers
357	instructional materials
357	medicine
357	social sciences
358	assisted suicide
358	death
358	euthanasia
358	instructional materials
358	social sciences
359	environmental attitudes
359	environmental monitoring
359	global warming
359	instructional materials
359	social sciences
360	divorce
360	families
360	instructional materials
360	social sciences
360	women
360	working mothers
360	working women
361	gender
361	imprisonment
361	instructional materials
361	social sciences
361	substance abuse
362	Abolition movement
362	instructional materials
362	slavery
362	social sciences
363	immigrants
363	immigration
363	immigration policy
363	instructional materials
363	national identity
363	social identity
363	social sciences
1001	risk assessment
1001	stock markets
1003	conflict resolution
1003	debt
1003	personal debt
1003	personal finances
1003	unemployment rate
1004	corporations
1004	tax policy
1005	plant closings
1005	industrial plants
1005	labor force
1007	economic activity
1007	federal budget deficit
1007	monetary policy
1009	stock market conditions
1009	stock markets
1009	stock prices
1011	golf
1011	professional sports
1012	economics
1012	markets
1012	research models
1013	economic models
1013	labor markets
1014	markets
1015	aircraft
1015	air transportation
1015	air travel
1015	product safety
1016	electric utilities
1016	innovation diffusion
1016	public utilities
1016	technology transfer
1017	aging
1017	aging population
1017	gerontology
1017	older adults
1018	coal
1018	labor unions
1018	mining industry
1018	productivity
1020	labor contracts
1020	labor strikes
1020	labor unions
1020	labor (work)
1020	wages and salaries
1021	stock markets
1021	stock prices
1022	households
1022	mortgages
1022	refinancing
1023	labor unions
1023	union representation
1023	workers
1025	industry
1025	wages and salaries
1026	labor unions
1026	occupations
1026	job security
1027	computer programs
1028	layoffs
1028	labor force
1028	labor (work)
1029	stock prices
1029	stocks
1030	consumer attitudes
1030	consumer behavior
1030	consumer expectations
1030	consumers
1032	commodities
1032	prices
1034	voting behavior
1034	voting patterns
1037	economics
1037	market economy
1037	markets
1040	air transportation
1040	air travel
1042	budget deficits
1042	national economy
1042	savings
1044	stock markets
1045	consumption
1045	income
1047	congressional districts
1047	electoral systems
1047	redistricting
1048	statistical data
1048	computer programs
1054	electoral systems
1054	redistricting
1054	state legislatures
1054	United States House of Representatives
1057	currencies
1057	exchange rates
1057	monetary policy
1058	lawsuits
1058	medical malpractice
1059	arbitration
1059	conflict resolution
1059	mediation
1059	medical malpractice
1059	negotiation
1060	business cycles
1061	economic growth
1061	unemployment
1061	states (USA)
1063	exchange rates
1063	national economy
1064	central banks
1064	economic conditions
1064	Federal Reserve System
1064	finance
1064	financial management
1066	mortgages
1066	refinancing
1068	banking
1068	banks
1068	financial institutions
1069	monetary policy
1070	exchange rates
1070	monetary policy
1071	monetary policy
1074	economic activity
1074	monetary policy
1075	economic models
1075	econometrics
1076	exchange rates
1077	historical data
1077	economics
1077	monetary policy
1078	national economy
1078	productivity
1079	consumer behavior
1079	consumers
1079	credit
1080	jobs
1080	labor markets
1080	workers
1084	credit
1084	deregulation
1084	finance
1084	monetary policy
1085	Federal Reserve System
1085	financial policy
1085	price controls
1085	price fluctuations
1085	price indexes
1085	price trends
1087	businesses
1087	manufacturing industry
1087	metal industry
1088	bank failures
1088	banks
1088	financial institutions
1088	savings and loans crisis
1089	international trade
1092	campaign contributions
1092	lobbying
1092	political action committees
1092	political campaigns
1092	special interest groups
1093	economic history
1093	economic growth
1093	economic trends
1093	economics
1096	employment
1096	manufacturing industry
1096	occupations
1097	economic history
1097	national economy
1098	exchange rates
1099	currencies
1099	monetary policy
1100	collective bargaining
1100	labor contracts
1100	labor disputes
